age_group,gender,id_drug,name_drug,coadmin,inter,patient,patient-inter,patient.coad
35-39,Male,DB01023,Felodipine,473,3,38,1,33
35-39,Male,DB00755,Tretinoin,69,0,7,0,7
35-39,Male,DB08814,Triflusal,571,0,99,0,77
35-39,Male,DB00492,Fosinopril,364,0,33,0,28
35-39,Male,DB00717,Norethisterone,40,0,11,0,10
35-39,Male,DB00286,Conjugated estrogens,142,0,14,0,13
35-39,Male,DB00721,Procaine,34,0,29,0,15
35-39,Male,DB06825,Triptorelin,133,0,11,0,10
35-39,Male,DB00784,Mefenamic acid,24,0,12,0,9
35-39,Male,DB00489,Sotalol,1258,28,59,15,55
35-39,Male,DB00910,Paricalcitol,2814,0,89,0,84
35-39,Male,DB00699,Nicergoline,13,0,8,0,4
35-39,Male,DB09075,Edoxaban,25,0,6,0,5
35-39,Male,DB01328,Cefonicid,286,0,120,0,103
35-39,Male,DB00359,Sulfadiazine,309,0,23,0,22
35-39,Male,DB01071,Mequitazine,276,0,141,0,91
35-39,Male,DB13425,Flutrimazole,23,0,12,0,6
35-39,Male,DB13312,Delapril,440,0,22,0,22
35-39,Male,DB09026,Aliskiren,2459,0,103,0,87
35-39,Male,DB01333,Cefradine,11,0,8,0,6
35-39,Male,DB01082,Streptomycin,50,0,7,0,6
35-39,Male,DB11705,Iomeprol,1,0,2,0,1
35-39,Male,DB00005,Etanercept,18,0,6,0,5
35-39,Male,DB00095,Efalizumab,29,0,14,0,13
35-39,Male,DB01217,Anastrozole,77,0,18,0,14
35-39,Male,DB06792,Lanthanum carbonate,1858,0,81,0,75
35-39,Male,DB09017,Brotizolam,191,0,27,0,25
35-39,Male,DB00104,Octreotide,485,0,20,0,17
35-39,Male,DB09289,Tianeptine,280,0,33,0,28
35-39,Male,DB00333,Methadone,740,4,65,3,55
35-39,Male,DB00353,Methylergometrine,21,1,7,1,5
35-39,Male,DB01067,Glipizide,56,1,12,1,12
35-39,Male,DB00976,Telithromycin,101,0,43,0,28
35-39,Male,DB01128,Bicalutamide,20,0,10,0,8
35-39,Male,DB01142,Doxepin,182,6,25,2,19
35-39,Male,DB06691,Mepyramine,31,0,15,0,10
35-39,Male,DB00481,Raloxifene,162,2,35,2,34
35-39,Male,DB00549,Zafirlukast,335,3,20,1,16
35-39,Male,DB11348,Calcium Phosphate,379,0,18,0,17
35-39,Male,DB13803,Xipamide,34,0,16,0,9
35-39,Male,DB09265,Lixisenatide,342,0,14,0,14
35-39,Male,DB00531,Cyclophosphamide,298,2,22,1,22
35-39,Male,DB00773,Etoposide,12,0,2,0,2
35-39,Male,DB00684,Tobramycin,21,1,9,1,7
35-39,Male,DB00859,Penicillamine,336,0,17,0,14
35-39,Male,DB00327,Hydromorphone,1186,0,45,0,42
35-39,Male,DB12319,Benzbromarone,12,0,5,0,2
35-39,Male,DB09481,Magnesium carbonate,317,0,20,0,20
35-39,Male,DB09031,Miltefosine,0,0,1,0,0
35-39,Male,DB01077,Etidronic acid,18,0,4,0,4
35-39,Male,DB09278,Activated charcoal,93,0,12,0,11
35-39,Male,DB00603,Medroxyprogesterone acetate,39,0,16,0,11
35-39,Male,DB00961,Mepivacaine,104,0,22,0,19
35-39,Male,DB06605,Apixaban,196,0,30,0,23
35-39,Male,DB00493,Cefotaxime,1,0,3,0,1
35-39,Male,DB00457,Prazosin,116,28,6,3,4
35-39,Male,DB01251,Gliquidone,3,0,1,0,1
35-39,Male,DB14719,Bentazepam,802,0,79,0,63
35-39,Male,DB00105,Interferon alfa-2b,123,0,19,0,15
35-39,Male,DB08890,Linaclotide,152,0,12,0,9
35-39,Male,DB09167,Dosulepin,13,0,2,0,2
35-39,Male,DB00014,Goserelin,2,0,6,0,1
35-39,Male,DB00595,Oxytetracycline,23,1,8,1,6
35-39,Male,DB00958,Carboplatin,0,0,1,0,0
35-39,Male,DB11604,Tetanus immune globulin,14,0,12,0,8
35-39,Male,DB01101,Capecitabine,50,0,12,0,8
35-39,Male,DB06153,Pizotifen,24,0,10,0,8
35-39,Male,DB01406,Danazol,191,3,18,1,14
35-39,Male,DB09236,Lacidipine,142,0,12,0,11
35-39,Male,DB00250,Dapsone,43,1,8,1,7
35-39,Male,DB00994,Neomycin,134,0,10,0,8
35-39,Male,DB09076,Umeclidinium,199,0,13,0,13
35-39,Male,DB00126,Ascorbic acid,121,0,10,0,10
35-39,Male,DB00290,Bleomycin,11,0,6,0,3
35-39,Male,DB01609,Deferasirox,24,0,8,0,6
35-39,Male,DB13169,Nandrolone,197,0,32,0,21
35-39,Male,DB04953,Ezogabine,300,0,11,0,11
35-39,Male,DB00593,Ethosuximide,978,0,21,0,20
35-39,Male,DB09049,Naloxegol,51,0,4,0,4
35-39,Male,DB12278,Propiverine,13,0,6,0,3
35-39,Male,DB00475,Chlordiazepoxide,19,0,7,0,6
35-39,Male,DB13742,Elcatonin,17,0,8,0,6
35-39,Male,DB01006,Letrozole,53,0,14,0,13
35-39,Male,DB01340,Cilazapril,57,0,13,0,7
35-39,Male,DB00947,Fulvestrant,9,0,1,0,1
35-39,Male,DB01075,Diphenhydramine,0,0,1,0,0
35-39,Male,DB00291,Chlorambucil,0,0,1,0,0
35-39,Male,DB01109,Heparin,9,0,2,0,2
35-39,Male,DB09276,Sodium aurothiomalate,9,0,3,0,2
35-39,Male,DB06791,Lanreotide,753,0,25,0,23
35-39,Male,DB00355,Aztreonam,1,0,1,0,1
35-39,Male,DB01407,Clenbuterol,9,0,6,0,5
35-39,Male,DB09292,Sacubitril,557,0,9,0,9
35-39,Male,DB00648,Mitotane,18,0,2,0,2
35-39,Male,DB13732,Meglumine antimoniate,23,0,10,0,3
35-39,Male,DB00323,Tolcapone,9,0,1,0,1
35-39,Male,DB00726,Trimipramine,171,4,9,2,9
35-39,Male,DB09282,Molsidomine,151,0,6,0,5
35-39,Male,DB01171,Moclobemide,457,8,13,2,12
35-39,Male,DB00542,Benazepril,39,0,9,0,8
35-39,Male,DB00990,Exemestane,17,0,3,0,3
35-39,Male,DB00034,Interferon alfa-2a, Recombinant,30,0,2,0,2
35-39,Male,DB04855,Dronedarone,60,0,13,0,7
35-39,Male,DB00989,Rivastigmine,40,5,7,3,6
35-39,Male,DB00605,Sulindac,23,0,2,0,2
35-39,Male,DB00962,Zaleplon,0,0,2,0,0
35-39,Male,DB00243,Ranolazine,148,3,8,2,7
35-39,Male,DB01117,Atovaquone,55,0,3,0,2
35-39,Male,DB00512,Vancomycin,39,0,6,0,6
35-39,Male,DB00572,Atropine,0,0,1,0,0
35-39,Male,DB01064,Isoprenaline,13,0,6,0,4
35-39,Male,DB00523,Alitretinoin,0,0,2,0,0
35-39,Male,DB00883,Isosorbide dinitrate,43,0,5,0,4
35-39,Male,DB06663,Pasireotide,6,0,2,0,2
35-39,Male,DB00672,Chlorpropamide,4,0,2,0,2
35-39,Male,DB00350,Minoxidil,109,0,9,0,9
35-39,Male,DB00044,Lutropin alfa,6,0,1,0,1
35-39,Male,DB09110,Coenzyme M,143,0,5,0,5
35-39,Male,DB09285,Morniflumate,0,0,1,0,0
35-39,Male,DB00530,Erlotinib,12,0,2,0,1
35-39,Male,DB00208,Ticlopidine,114,1,5,1,4
35-39,Male,DB09009,Articaine,1,0,1,0,1
35-39,Male,DB09123,Dienogest,51,0,4,0,4
35-39,Male,DB00305,Mitomycin,2,0,2,0,1
35-39,Male,DB13315,Sobrerol,12,0,5,0,4
35-39,Male,DB06144,Sertindole,171,0,8,0,8
35-39,Male,DB01580,Oxprenolol,11,1,2,1,2
35-39,Male,DB05829,Parathyroid hormone,25,0,6,0,4
35-39,Male,DB06777,Chenodeoxycholic acid,98,0,2,0,2
35-39,Male,DB00930,Colesevelam,94,0,6,0,5
35-39,Male,DB00720,Clodronic acid,7,0,1,0,1
35-39,Male,DB15300,Hydroquinidine,6,0,2,0,2
35-39,Male,DB00479,Amikacin,5,0,4,0,2
35-39,Male,DB00401,Nisoldipine,89,0,1,0,1
35-39,Male,DB06401,Bazedoxifene,2,0,2,0,1
35-39,Male,DB04846,Celiprolol,69,0,4,0,4
35-39,Male,DB00200,Hydroxocobalamin,1,0,1,0,1
35-39,Male,DB00887,Bumetanide,161,0,4,0,4
35-39,Male,DB00853,Temozolomide,1,0,1,0,1
35-39,Male,DB00666,Nafarelin,7,0,2,0,2
35-39,Male,DB02925,Piretanide,49,0,1,0,1
35-39,Male,DB00280,Disopyramide,105,56,5,4,5
35-39,Male,DB00307,Bexarotene,12,0,1,0,1
35-39,Male,DB01284,Tetracosactide,53,0,4,0,4
35-39,Male,DB00674,Galantamine,55,3,4,2,4
35-39,Male,DB00491,Miglitol,114,0,6,0,6
35-39,Male,DB01390,Sodium bicarbonate,34,0,5,0,4
35-39,Male,DB00919,Spectinomycin,0,0,1,0,0
35-39,Male,DB01037,Selegiline,109,1,4,1,4
35-39,Male,DB09313,Ioxaglic acid,0,0,1,0,0
35-39,Male,DB01331,Cefoxitin,1,0,1,0,1
35-39,Male,DB09256,Tegafur,0,0,1,0,0
35-39,Male,DB00997,Doxorubicin,15,0,1,0,1
35-39,Male,DB00541,Vincristine,15,0,1,0,1
35-39,Male,DB00746,Deferoxamine,2,0,1,0,1
35-39,Male,DB09118,Stiripentol,34,0,1,0,1
35-39,Male,DB12877,Oxatomide,1,0,2,0,1
35-39,Male,DB00294,Etonogestrel,0,0,1,0,0
35-39,Male,DB00652,Pentazocine,3,0,1,0,1
35-39,Male,DB01408,Bambuterol,1,0,1,0,1
35-39,Male,DB01327,Cefazolin,10,1,1,1,1
35-39,Male,DB06800,Methylnaltrexone,1,0,1,0,1
35-39,Male,DB09357,Dexpanthenol,1,0,1,0,1
35-39,Male,DB06271,Sulodexide,2,0,2,0,1
35-39,Male,DB11699,Tropisetron,2,0,1,0,1
35-39,Male,DB00551,Acetohydroxamic acid,11,0,1,0,1
35-39,Male,DB01413,Cefepime,1,0,1,0,1
35-39,Male,DB01348,Spirapril,11,0,1,0,1
35-39,Male,DB00867,Ritodrine,1,0,1,0,1
35-39,Male,DB11150,Barium sulfate,0,0,1,0,0
35-39,Male,DB00438,Ceftazidime,1,0,1,0,1
35-39,Male,DB00352,Tioguanine,9,0,1,0,1
40-44,Female,DB01050,Ibuprofen,969476,13265,258041,5646,207037
40-44,Female,DB01060,Amoxicillin,606051,3842,240010,2950,179253
40-44,Female,DB01592,Iron,55588,2502,20817,1423,12842
40-44,Female,DB00316,Acetaminophen,1099947,2532,233675,728,203494
40-44,Female,DB00788,Naproxen,284019,1757,93766,578,67520
40-44,Female,DB13257,Ferrous sulfate anhydrous,306025,0,80202,0,53155
40-44,Female,DB13872,Lormetazepam,252183,0,19640,0,16666
40-44,Female,DB00186,Lorazepam,397721,159,46103,35,36094
40-44,Female,DB00207,Azithromycin,114668,118,53781,86,38768
40-44,Female,DB00302,Tranexamic acid,39514,0,17116,0,10792
40-44,Female,DB00318,Codeine,174518,3,64618,3,57096
40-44,Female,DB00338,Omeprazole,1261263,95395,154260,26144,133489
40-44,Female,DB00404,Alprazolam,535570,37369,53983,9409,42323
40-44,Female,DB00717,Norethisterone,49815,164,7261,45,5172
40-44,Female,DB00828,Fosfomycin,106841,0,75136,0,39070
40-44,Female,DB01059,Norfloxacin,33937,134,24626,102,13310
40-44,Female,DB00586,Diclofenac,235281,772,94125,353,71349
40-44,Female,DB00451,Levothyroxine,319624,2687,34344,1248,27513
40-44,Female,DB11742,Ebastine,160850,0,46048,0,33849
40-44,Female,DB00455,Loratadine,105407,4,42577,4,30551
40-44,Female,DB00635,Prednisone,181182,4653,39482,1354,32223
40-44,Female,DB00304,Desogestrel,43004,74,14978,18,8191
40-44,Female,DB06151,Acetylcysteine,124024,0,43581,0,37228
40-44,Female,DB06742,Ambroxol,41193,0,16478,0,13821
40-44,Female,DB09214,Dexketoprofen,240604,0,75270,0,59851
40-44,Female,DB12472,Levodropropizine,5582,0,2585,0,2195
40-44,Female,DB00332,Ipratropium,80838,0,17247,0,15537
40-44,Female,DB01001,Salbutamol,283891,2052,45928,897,40118
40-44,Female,DB00341,Cetirizine,140701,5,48113,4,34647
40-44,Female,DB01306,Insulin aspart,38968,1207,2425,203,2077
40-44,Female,DB00046,Insulin lispro,24364,0,1326,0,1146
40-44,Female,DB00047,Insulin glargine,56924,0,2916,0,2650
40-44,Female,DB01307,Insulin detemir,8375,282,495,51,426
40-44,Female,DB00040,Glucagon,6938,0,1156,0,1012
40-44,Female,DB00370,Mirtazapine,91537,130,6285,27,5561
40-44,Female,DB00715,Paroxetine,256321,6804,27125,1840,23155
40-44,Female,DB00829,Diazepam,538935,39581,93330,16449,76622
40-44,Female,DB13679,Dexchlorpheniramine,30019,0,16387,0,10009
40-44,Female,DB00831,Trifluoperazine,1235,0,91,0,82
40-44,Female,DB06723,Aluminum hydroxide,58208,0,14583,0,11240
40-44,Female,DB00764,Mometasone,66666,0,21094,0,17516
40-44,Female,DB13256,Clothiapine,29015,0,825,0,800
40-44,Female,DB01403,Methotrimeprazine,24392,10,917,10,880
40-44,Female,DB04339,Carbocisteine,31883,0,12060,0,10248
40-44,Female,DB09002,Cloperastine,62788,0,26584,0,21926
40-44,Female,DB00472,Fluoxetine,213919,11000,19563,2563,16517
40-44,Female,DB00215,Citalopram,251624,6796,27335,2009,23184
40-44,Female,DB1332,Tetrazepam,113880,0,41383,0,34246
40-44,Female,DB00537,Ciprofloxacin,59144,501,29967,426,20122
40-44,Female,DB01131,Proguanil,2557,0,2922,0,1030
40-44,Female,DB00396,Progesterone,34183,0,10569,0,7239
40-44,Female,DB13434,Fenticonazole,24780,0,15629,0,9377
40-44,Female,DB00115,Cyanocobalamin,61828,0,13143,0,9103
40-44,Female,DB01184,Domperidone,62597,0,25097,0,17928
40-44,Female,DB00482,Celecoxib,16842,35,4967,17,3404
40-44,Female,DB09258,Bemiparin,8099,0,3166,0,2357
40-44,Female,DB00417,Phenoxymethylpenicillin,5312,42,4168,37,2766
40-44,Female,DB01137,Levofloxacin,38253,178,14276,160,11279
40-44,Female,DB00177,Valsartan,33489,4,1918,1,1676
40-44,Female,DB00808,Indapamide,10783,1,734,1,636
40-44,Female,DB00584,Enalapril,199454,888,15498,173,12848
40-44,Female,DB00199,Erythromycin,9502,777,4527,516,3261
40-44,Female,DB00999,Hydrochlorothiazide,118461,144,9638,28,8139
40-44,Female,DB09300,Butylscopolamine,35170,0,17236,0,12189
40-44,Female,DB14585,Plantago ovata seed,50327,0,10193,0,7553
40-44,Female,DB04817,Metamizole,318279,0,85492,0,74788
40-44,Female,DB00193,Tramadol,261953,8255,35595,2741,32634
40-44,Female,DB01222,Budesonide,295701,176,65727,153,56918
40-44,Female,DB13867,Fluticasone,119831,0,9712,0,8974
40-44,Female,DB01167,Itraconazole,13915,2395,8437,1468,4772
40-44,Female,DB01211,Clarithromycin,65936,2932,26748,2255,22493
40-44,Female,DB01558,Bromazepam,63107,0,6918,0,5377
40-44,Female,DB00315,Zolmitriptan,45147,2413,5794,606,4611
40-44,Female,DB00331,Metformin,161671,26,8045,15,7151
40-44,Female,DB00030,Insulin human,13717,0,1656,0,1246
40-44,Female,DB00864,Tacrolimus,40056,1308,2627,190,1643
40-44,Female,DB00612,Bisoprolol,71965,2724,4409,947,3770
40-44,Female,DB11921,Deflazacort,31001,0,9666,0,7731
40-44,Female,DB01112,Cefuroxime,29005,1,14915,1,10446
40-44,Female,DB01233,Metoclopramide,57422,317,25555,271,18726
40-44,Female,DB00391,Sulpiride,24285,0,10040,0,6385
40-44,Female,DB06698,Betahistine,63605,0,25698,0,16604
40-44,Female,DB01624,Zuclopenthixol,5757,7,172,1,167
40-44,Female,DB00810,Biperiden,37845,1502,1141,148,1110
40-44,Female,DB00321,Amitriptyline,147325,5693,16432,1485,13670
40-44,Female,DB08906,Fluticasone furoate,50226,0,12692,0,10441
40-44,Female,DB08995,Diosmin,25405,0,8308,0,5598
40-44,Female,DB00857,Terbinafine,7397,19,4057,15,2239
40-44,Female,DB00924,Cyclobenzaprine,71073,3,26867,1,22909
40-44,Female,DB01129,Rabeprazole,20814,15,3356,11,2727
40-44,Female,DB00836,Loperamide,12034,0,3600,0,2718
40-44,Female,DB00863,Ranitidine,67552,306,14543,70,10539
40-44,Female,DB00967,Desloratadine,40524,8,11100,2,8400
40-44,Female,DB00734,Risperidone,52323,1978,2263,306,2056
40-44,Female,DB00806,Pentoxifylline,9509,11,1205,6,860
40-44,Female,DB01296,Glucosamine,9835,30,2530,16,1849
40-44,Female,DB08985,Etilefrine,4946,0,899,0,599
40-44,Female,DB00313,Valproic acid,80418,2236,3099,165,2848
40-44,Female,DB00349,Clobazam,17910,0,564,0,529
40-44,Female,DB00563,Methotrexate,43858,13452,2488,1657,2311
40-44,Female,DB00581,Lactulose,28088,0,4866,0,3718
40-44,Female,DB01066,Cefditoren,3920,0,1835,0,1358
40-44,Female,DB11098,Potassium bicarbonate,6916,0,865,0,729
40-44,Female,DB00086,Streptokinase,19772,0,10934,0,7523
40-44,Female,DB01587,Ketazolam,26997,1875,2265,463,1917
40-44,Female,DB01068,Clonazepam,172064,10954,9147,2453,8319
40-44,Female,DB00959,Methylprednisolone,27585,383,4628,154,3914
40-44,Female,DB00471,Montelukast,62403,0,3741,0,3339
40-44,Female,DB00983,Formoterol,167428,424,17157,173,15880
40-44,Female,DB00394,Beclomethasone dipropionate,57636,0,6508,0,6054
40-44,Female,DB00668,Epinephrine,5256,43,1946,30,1427
40-44,Female,DB00871,Terbutaline,28324,257,7502,117,6258
40-44,Female,DB01190,Clindamycin,21060,2,9638,2,7026
40-44,Female,DB00372,Thiethylperazine,7716,1,4325,1,2765
40-44,Female,DB00669,Sumatriptan,30333,1492,4415,386,3566
40-44,Female,DB00918,Almotriptan,22058,1335,2591,344,2108
40-44,Female,DB06282,Levocetirizine,17254,0,4039,0,2979
40-44,Female,DB01225,Enoxaparin,40317,0,14626,0,10920
40-44,Female,DB00620,Triamcinolone,11809,40,4175,30,3147
40-44,Female,DB00244,Mesalazine,22598,2624,2246,290,1753
40-44,Female,DB00032,Menotropins,6062,0,1301,0,1235
40-44,Female,DB00066,Follitropin,7072,0,1565,0,1501
40-44,Female,DB00097,Choriogonadotropin alfa,7346,0,1672,0,1605
40-44,Female,DB00783,Estradiol,160549,790,9988,329,9363
40-44,Female,DB00007,Leuprolide,2899,0,754,0,642
40-44,Female,DB00571,Propranolol,63790,8266,6301,2012,5090
40-44,Female,DB06825,Triptorelin,11543,0,2431,0,1715
40-44,Female,DB00641,Simvastatin,199621,2560,12002,674,10166
40-44,Female,DB00557,Hydroxyzine,34457,6,12009,1,8017
40-44,Female,DB00977,Ethinylestradiol,183294,4496,16674,2763,16132
40-44,Female,DB09123,Dienogest,16343,0,1899,0,1899
40-44,Female,DB00230,Pregabalin,166638,20,14871,9,12310
40-44,Female,DB09070,Tibolone,8424,0,1033,0,714
40-44,Female,DB00423,Methocarbamol,13863,0,5827,0,4927
40-44,Female,DB00722,Lisinopril,35779,48,3159,23,2600
40-44,Female,DB00218,Moxifloxacin,13145,56,5071,54,4022
40-44,Female,DB00646,Nystatin,22594,0,9068,0,6386
40-44,Female,DB00698,Nitrofurantoin,4826,0,1752,0,1105
40-44,Female,DB00335,Atenolol,50026,2518,4165,958,3509
40-44,Female,DB13124,Troxerutin,25079,0,8884,0,5841
40-44,Female,DB00514,Dextromethorphan,33686,419,15449,388,12558
40-44,Female,DB11696,Racecadotril,3219,0,1605,0,1119
40-44,Female,DB00146,Calcifediol,50678,0,12279,0,9127
40-44,Female,DB00671,Cefixime,9160,0,4356,0,3094
40-44,Female,DB00938,Salmeterol,110551,358,7330,91,6787
40-44,Female,DB04839,Cyproterone acetate,79654,0,3442,0,3392
40-44,Female,DB00136,Calcitriol,21112,0,739,0,700
40-44,Female,DB00085,Pancrelipase,2946,0,171,0,147
40-44,Female,DB11251,Tocopherol,6261,0,694,0,553
40-44,Female,DB01418,Acenocoumarol,31601,5932,1406,846,1286
40-44,Female,DB01175,Escitalopram,180677,4136,15002,955,12806
40-44,Female,DB00425,Zolpidem,94813,0,7624,0,6393
40-44,Female,DB00678,Losartan,53304,293,3064,46,2666
40-44,Female,DB00577,Valaciclovir,4962,0,2546,0,1529
40-44,Female,DB00458,Imipramine,8663,322,386,73,363
40-44,Female,DB11591,Bilastine,25166,0,7811,0,5755
40-44,Female,DB00996,Gabapentin,92381,140,10193,15,8382
40-44,Female,DB00852,Pseudoephedrine,19207,76,7975,64,6497
40-44,Female,DB01586,Ursodeoxycholic acid,11776,448,947,67,761
40-44,Female,DB00162,Vitamin A,6421,0,1661,0,1277
40-44,Female,DB00254,Doxycycline,9887,527,5373,463,3365
40-44,Female,DB00656,Trazodone,79382,135,5122,47,4626
40-44,Female,DB00916,Metronidazole,28787,80,11824,67,9370
40-44,Female,DB00953,Rizatriptan,42968,3408,5853,881,4719
40-44,Female,DB00966,Telmisartan,10534,120,631,12,538
40-44,Female,DB01394,Colchicine,3812,60,342,18,286
40-44,Female,DB00945,Acetylsalicylic acid,142402,8652,9979,2104,8873
40-44,Female,DB00787,Acyclovir,9162,0,5038,0,2954
40-44,Female,DB12554,Mebeverine,4958,0,1425,0,942
40-44,Female,DB10583,Clostridium tetani toxoid antigen (formaldehyde inactivated),197,0,157,0,79
40-44,Female,DB00196,Fluconazole,31799,1974,16447,1343,10067
40-44,Female,DB01241,Gemfibrozil,21801,838,1959,161,1614
40-44,Female,DB09301,Chondroitin sulfate,37175,0,9825,0,6571
40-44,Female,DB13416,Sulbutiamine,1556,0,365,0,243
40-44,Female,DB00367,Levonorgestrel,143076,11,12961,6,12066
40-44,Female,DB00169,Cholecalciferol,18713,0,2776,0,2087
40-44,Female,DB00697,Tizanidine,17230,242,4773,179,4063
40-44,Female,DB06736,Aceclofenac,24571,0,9660,0,6975
40-44,Female,DB04876,Vildagliptin,6759,0,245,0,238
40-44,Female,DB08882,Linagliptin,1751,0,58,0,57
40-44,Female,DB01120,Gliclazide,24486,750,1279,135,1198
40-44,Female,DB01076,Atorvastatin,86478,2688,4177,407,3619
40-44,Female,DB01016,Glyburide,8322,416,607,75,542
40-44,Female,DB00285,Venlafaxine,215918,712,10508,336,9598
40-44,Female,DB06700,Desvenlafaxine,12949,0,835,0,764
40-44,Female,DB00273,Topiramate,152393,2427,7250,291,6678
40-44,Female,DB00909,Zonisamide,15717,0,678,0,625
40-44,Female,DB04841,Flunarizine,15591,0,3032,0,2491
40-44,Female,DB00353,Methylergometrine,1591,7,1088,5,694
40-44,Female,DB01147,Cloxacillin,15240,148,12206,141,7152
40-44,Female,DB00712,Flurbiprofen,689,20,83,6,61
40-44,Female,DB00448,Lansoprazole,34365,81,5260,68,4119
40-44,Female,DB01039,Fenofibrate,20858,1711,1294,266,1135
40-44,Female,DB13511,Clebopride,1864,0,791,0,544
40-44,Female,DB00564,Carbamazepine,44349,11029,1813,795,1549
40-44,Female,DB08810,Cinitapride,31279,0,8601,0,6194
40-44,Female,DB00741,Hydrocortisone,22698,305,4382,67,3229
40-44,Female,DB00121,Biotin,6787,0,1394,0,945
40-44,Female,DB01628,Etoricoxib,22454,86,5616,53,3923
40-44,Female,DB00695,Furosemide,46805,1108,3261,482,2686
40-44,Female,DB02703,Fusidic acid,1090,6,874,6,491
40-44,Female,DB00761,Potassium chloride,4655,0,538,0,457
40-44,Female,DB06724,Calcium carbonate,14158,0,1329,0,1162
40-44,Female,DB00920,Ketotifen,1459,0,241,0,183
40-44,Female,DB09320,Procaine benzylpenicillin,1345,0,589,0,509
40-44,Female,DB01395,Drospirenone,21343,89,3222,31,3222
40-44,Female,DB08893,Mirabegron,5094,0,532,0,387
40-44,Female,DB01017,Minocycline,4144,150,1751,128,1076
40-44,Female,DB00213,Pantoprazole,77304,44,8079,32,6728
40-44,Female,DB00158,Folic acid,87831,308,16032,37,11711
40-44,Female,DB01097,Leflunomide,12713,31,591,4,532
40-44,Female,DB01104,Sertraline,147734,1874,13210,521,11328
40-44,Female,DB00334,Olanzapine,67061,404,3221,49,2921
40-44,Female,DB00363,Clozapine,3311,601,98,60,98
40-44,Female,DB00776,Oxcarbazepine,31980,125,1275,26,1171
40-44,Female,DB01267,Paliperidone,15532,0,640,0,599
40-44,Female,DB00337,Pimecrolimus,4234,0,2246,0,1289
40-44,Female,DB00603,Medroxyprogesterone acetate,16632,84,5301,11,2944
40-44,Female,DB00178,Ramipril,33331,184,1920,34,1638
40-44,Female,DB00328,Indomethacin,26084,1933,4305,412,3374
40-44,Female,DB00381,Amlodipine,74959,43,4004,8,3627
40-44,Female,DB00795,Sulfasalazine,7333,126,396,14,358
40-44,Female,DB01224,Quetiapine,110873,165,4781,75,4502
40-44,Female,DB01356,Lithium cation,43628,3286,1508,599,1421
40-44,Female,DB00234,Reboxetine,9833,0,490,0,473
40-44,Female,DB13490,Hidrosmin,6498,0,2001,0,1405
40-44,Female,DB00591,Fluocinolone acetonide,9045,0,4031,0,2872
40-44,Female,DB12942,Lactitol,13458,0,1988,0,1553
40-44,Female,DB11614,Rupatadine,28226,0,7325,0,5589
40-44,Female,DB00763,Methimazole,9883,43,1917,10,1492
40-44,Female,DB01174,Phenobarbital,19915,564,503,94,466
40-44,Female,DB00706,Tamsulosin,6433,0,942,0,803
40-44,Female,DB01136,Carvedilol,20552,1138,602,221,562
40-44,Female,DB00682,Warfarin,4886,936,251,152,236
40-44,Female,DB13823,Pipemidic acid,1093,0,683,0,397
40-44,Female,DB00555,Lamotrigine,68199,1979,2006,183,1876
40-44,Female,DB01036,Tolterodine,6984,16,787,11,569
40-44,Female,DB00320,Dihydroergotamine,4969,234,1041,126,834
40-44,Female,DB00294,Etonogestrel,1392,0,2363,0,735
40-44,Female,DB01203,Nadolol,7255,358,904,171,782
40-44,Female,DB01432,Cholestyramine,4194,257,578,80,441
40-44,Female,DB09389,Norgestrel,21533,0,1360,0,1360
40-44,Female,DB09082,Vilanterol,5313,0,381,0,381
40-44,Female,DB06785,Ganirelix,2160,0,516,0,497
40-44,Female,DB00476,Duloxetine,149008,2597,7492,585,6865
40-44,Female,DB00813,Fentanyl,35856,48,1694,37,1585
40-44,Female,DB00050,Cetrorelix,2127,0,525,0,503
40-44,Female,DB13500,Otilonium,15196,0,6304,0,3991
40-44,Female,DB00759,Tetracycline,3771,54,1115,50,1074
40-44,Female,DB09275,Bismuth subcitrate potassium,4933,0,1324,0,1313
40-44,Female,DB00545,Pyridostigmine,3349,288,167,51,137
40-44,Female,DB06779,Dalteparin,2077,0,621,0,467
40-44,Female,DB11596,Levoleucovorin,2755,0,592,0,404
40-44,Female,DB01006,Letrozole,7127,0,560,0,472
40-44,Female,DB00921,Buprenorphine,10423,0,694,0,618
40-44,Female,DB04552,Niflumic acid,570,0,292,0,216
40-44,Female,DB06145,Spiramycin,10850,0,4176,0,3589
40-44,Female,DB09069,Trimetazidine,6901,0,1752,0,1170
40-44,Female,DB09213,Dexibuprofen,5006,0,1905,0,1388
40-44,Female,DB00248,Cabergoline,11908,11,3199,10,1886
40-44,Female,DB13529,Dobesilic acid,2896,0,629,0,412
40-44,Female,DB14719,Bentazepam,1876,0,186,0,158
40-44,Female,DB00643,Mebendazole,4514,0,3658,0,1894
40-44,Female,DB06655,Liraglutide,4914,0,223,0,215
40-44,Female,DB06725,Lornoxicam,6990,0,2370,0,1747
40-44,Female,DB01698,Rutin,1427,0,449,0,291
40-44,Female,DB06470,Clomethiazole,7226,0,669,0,575
40-44,Female,DB00252,Phenytoin,10667,2578,321,203,303
40-44,Female,DB01591,Solifenacin,13296,41,1522,29,1001
40-44,Female,DB00214,Torasemide,20446,625,1638,268,1322
40-44,Female,DB00389,Carbimazole,2086,0,330,0,265
40-44,Female,DB01234,Dexamethasone,14326,141,2981,67,2622
