gender,id_drug_i,id_drug_j,patient,name_i,name_j,sum(len_i),sum(len_j),sum(len_ij),mean(len_ij),std(len_ij),sum(tau),class_i,class_j,ddi_description,ddi_severity,patient-drug_i,patient-drug_j,gamma-drug_ij,gamma-drug_ji,tau-norm
Female,DB00612,DB01309,252,Bisoprolol,Insulin glulisine,2954078,60540,1674,6.64285714285714,9.74288117739722,44.4369268083659,Benzene and substituted derivatives,Carboxylic Acids and Derivatives,,Moderate,155422,4440,0.00162139208091519,0.0567567567567568,0.176337011144309
Female,DB00252,DB00829,503,Phenytoin,Diazepam,90234,2950638,3382,6.72365805168986,12.527307897777,95.5437661925192,Azolidines,Benzodiazepines,The serum concentration of Phenytoin can be increased when it is combined with Diazepam.,Moderate,4475,615170,0.112402234636872,0.000817660158980444,0.189947845313159
Female,DB00328,DB00612,834,Indomethacin,Bisoprolol,202687,2954078,2933,3.51678657074341,7.42018474448369,91.6197902902088,Indoles and derivatives,Benzene and substituted derivatives,Indomethacin may decrease the antihypertensive activities of Bisoprolol.,Moderate,49052,155422,0.0170023648373155,0.00536603569636216,0.109855863657325
Female,DB00497,DB00715,550,Oxycodone,Paroxetine,140164,2676473,3355,6.1,10.5419190989021,93.5551224204366,Phenanthrenes and derivatives,Piperidines,The metabolism of Oxycodone can be decreased when combined with Paroxetine.,Moderate,16493,201186,0.0333474807494088,0.00273378863340391,0.170100222582612
Female,DB00196,DB00813,932,Fluconazole,Fentanyl,225143,791904,1409,1.5118025751073,2.35899225049344,241.63529932711,Benzene and substituted derivatives,Piperidines,The serum concentration of Fentanyl can be increased when it is combined with Fluconazole.,Major,133770,71235,0.00696718247738656,0.0130834561662104,0.259265342625654
Female,DB00091,DB00877,12,Cyclosporine,Sirolimus,52402,7471,101,8.41666666666667,12.3837014097587,1.41981092179215,Peptidomimetics,Macrolide lactams,The risk or severity of adverse effects can be increased when Sirolimus is combined with Cyclosporine.,Moderate,3416,465,0.00351288056206089,0.0258064516129032,0.118317576816013
Female,DB00472,DB00696,442,Fluoxetine,Ergotamine,1574341,89763,2127,4.81221719457014,9.67328110872944,72.7255198931807,Benzene and substituted derivatives,Ergoline and derivatives,The risk or severity of adverse effects can be increased when Ergotamine is combined with Fluoxetine.,Major,136253,15819,0.00324396527048946,0.0279410835071749,0.164537375323938
Female,DB00457,DB01203,14,Prazosin,Nadolol,4465,44244,160,11.4285714285714,12.7804796209164,5.50493163843508,Diazinanes,Tetralins,Nadolol may increase the orthostatic hypotensive activities of Prazosin.,Moderate,305,7176,0.0459016393442623,0.00195094760312152,0.393209402745363
Female,DB00196,DB01076,1444,Fluconazole,Atorvastatin,225143,3103418,2532,1.75346260387812,2.72335357027548,131.430187324473,Benzene and substituted derivatives,Pyrroles,The serum concentration of Atorvastatin can be increased when it is combined with Fluconazole.,Major,133770,174475,0.0107946475293414,0.00827625734345895,0.0910181352662555
Female,DB00918,DB01175,398,Almotriptan,Escitalopram,121367,1432884,2023,5.08291457286432,8.99261715365893,77.8318783102905,Indoles and derivatives,Benzene and substituted derivatives,The risk or severity of adverse effects can be increased when Almotriptan is combined with Escitalopram.,Major,14729,120392,0.0270215221671532,0.00330586749950163,0.195557483191685
Female,DB00091,DB01136,98,Cyclosporine,Carvedilol,52402,754071,1943,19.8265306122449,24.4118551182307,35.2582139800913,Peptidomimetics,Indoles and derivatives,The serum concentration of Cyclosporine can be increased when it is combined with Carvedilol.,Moderate,3416,31584,0.0286885245901639,0.00310283687943262,0.359777693674401
Female,DB00364,DB00451,606,Sucralfate,Levothyroxine,47907,4384892,1494,2.46534653465347,3.84036247368683,49.4209481027316,Organooxygen compounds,Carboxylic acids and derivatives,The serum concentration of Levothyroxine can be decreased when it is combined with Sucralfate.,Minor,17925,230394,0.0338075313807531,0.00263027683012578,0.0815527196414713
Female,DB00563,DB00712,51,Methotrexate,Flurbiprofen,365992,6278,288,5.64705882352941,6.84053661465755,6.23090796616001,Carboxylic acids and derivatives,Benzene and substituted derivatives,The serum concentration of Methotrexate can be increased when it is combined with Flurbiprofen.,Major,21030,1411,0.00242510699001427,0.036144578313253,0.122174666003137
Female,DB00563,DB00812,24,Methotrexate,Phenylbutazone,365992,1599,95,3.95833333333333,5.145527113461,3.69437448110988,Carboxylic acids and derivatives,Benzene and substituted derivatives,The serum concentration of Methotrexate can be increased when it is combined with Phenylbutazone.,Major,21030,313,0.00114122681883024,0.0766773162939297,0.153932270046245
Female,DB00264,DB01050,782,Metoprolol,Ibuprofen,76801,8267916,2828,3.61636828644501,7.6908005379237,88.6277748863284,Phenols,Phenylpropanoic acids,Ibuprofen may decrease the antihypertensive activities of Metoprolol.,Moderate,3831,1848480,0.2041242495432,0.000423050289967974,0.113334750494026
Female,DB00472,DB00497,436,Fluoxetine,Oxycodone,1574341,140164,2319,5.31880733944954,8.87961449145286,68.5432479524321,Benzene and substituted derivatives,Phenanthrenes and derivatives,The metabolism of Oxycodone can be decreased when combined with Fluoxetine.,Moderate,136253,16493,0.00319992954283575,0.0264354574668041,0.157209284294569
Female,DB00571,DB00983,900,Propranolol,Formoterol,661738,1026350,3365,3.73888888888889,7.15066204056249,125.54014777607,Naphthalenes,Benzene and substituted derivatives,,Major,60205,159170,0.0149489245079312,0.00565433184645348,0.139489053084522
Female,DB00461,DB01418,312,Nabumetone,Acenocoumarol,29542,1998848,687,2.20192307692308,3.78195021322144,24.5151602932724,Naphthalenes,Coumarins and derivatives,Nabumetone may increase the anticoagulant activities of Acenocoumarol.,None,12064,97333,0.0258620689655172,0.00320549042976175,0.0785742317092064
Female,DB00375,DB01586,41,Colestipol,Ursodeoxycholic acid,14394,288638,420,10.2439024390244,17.846260795759,9.03403824672198,Epoxides,Steroids and steroid derivatives,The serum concentration of Ursodeoxycholic acid can be decreased when it is combined with Colestipol.,None,1412,14377,0.0290368271954674,0.00285177714404952,0.220342396261512
Female,DB00537,DB01592,2424,Ciprofloxacin,Iron,577433,509696,2951,1.21740924092409,0.872476688295492,659.507960542475,Quinolines and derivatives,Homogeneous transition metal compounds,,Moderate,375081,189471,0.00646260407751926,0.0127935145747898,0.272074241147886
Female,DB00537,DB00563,807,Ciprofloxacin,Methotrexate,577433,365992,1101,1.36431226765799,1.19287181535847,62.9547284773122,Quinolines and derivatives,Carboxylic acids and derivatives,The serum concentration of Methotrexate can be increased when it is combined with Ciprofloxacin.,Moderate,375081,21030,0.00215153526838203,0.0383737517831669,0.0780108159570163
Female,DB00656,DB00682,251,Trazodone,Warfarin,740762,135760,1433,5.70916334661355,7.665968673117,50.6579420373928,Diazinanes,Coumarins and derivatives,Trazodone may decrease the anticoagulant activities of Warfarin.,Minor,82305,9315,0.00304963246461333,0.0269457863660762,0.201824470268497
Female,DB00912,DB01241,271,Repaglinide,Gemfibrozil,414579,331638,1590,5.86715867158672,8.91008951864602,54.2587850966521,Piperidines,Phenol ethers,The serum concentration of Repaglinide can be increased when it is combined with Gemfibrozil.,Major,28570,31653,0.00948547427371369,0.00856158973872935,0.200216919175838
Female,DB00564,DB01418,349,Carbamazepine,Acenocoumarol,249511,1998848,3072,8.80229226361032,13.3699953754526,72.6557941856387,Benzazepines,Coumarins and derivatives,The serum concentration of Acenocoumarol can be decreased when it is combined with Carbamazepine.,None,15517,97333,0.0224914609782819,0.00358562871790657,0.208182791362862
Female,DB00586,DB01356,673,Diclofenac,Lithium cation,1794911,148776,1206,1.79197622585438,2.06331213145634,50.5093038302589,Benzene and substituted derivatives,Homogeneous alkali metal compounds,The serum concentration of Lithium can be increased when it is combined with Diclofenac.,Moderate,751320,7486,0.000895756801362935,0.0899011488111141,0.0750509715159865
Female,DB00335,DB00871,729,Atenolol,Terbutaline,1482251,182723,1307,1.79286694101509,3.21904593659152,56.0130892493434,Benzene and substituted derivatives,Phenols,Atenolol may decrease the bronchodilatory activities of Terbutaline.,Moderate,78122,84485,0.00933155833183994,0.00862875066579866,0.0768355133735849
Female,DB00584,DB01356,503,Enalapril,Lithium cation,9953354,148776,4257,8.46322067594433,12.8908279557008,88.354488556668,Carboxylic acids and derivatives,Homogeneous alkali metal compounds,The serum concentration of Lithium can be increased when it is combined with Enalapril.,Moderate,421961,7486,0.0011920532940248,0.0671920919048891,0.175655046832342
Female,DB00977,DB01167,1042,Ethinylestradiol,Itraconazole,1346179,130023,1299,1.24664107485605,0.718637067734468,181.411757504982,Steroids and steroid derivatives,Diazinanes,The metabolism of Ethinyl Estradiol can be decreased when combined with Itraconazole.,Moderate,188662,71882,0.0055231048117798,0.0144959795219944,0.174099575340674
Female,DB00316,DB00951,1111,Acetaminophen,Isoniazid,15709235,23147,1879,1.69126912691269,1.62333915417803,172.371759191921,Phenols,Pyridines and derivatives,The risk or severity of adverse effects can be increased when Isoniazid is combined with Acetaminophen.,Moderate,2000615,7733,0.00055532923625985,0.143669985775249,0.155150098282557
Female,DB00285,DB00918,316,Venlafaxine,Almotriptan,1695177,121367,2390,7.56329113924051,16.0988744728551,49.7855385794275,Phenol ethers,Indoles and derivatives,The risk or severity of adverse effects can be increased when Venlafaxine is combined with Almotriptan.,Major,85671,14729,0.00368852937400054,0.0214542738814583,0.157549172719707
Female,DB00537,DB01367,399,Ciprofloxacin,Rasagiline,577433,101106,669,1.67669172932331,2.25692303605153,30.2454099763148,Quinolines and derivatives,Indanes,,Major,375081,5369,0.00106377022563126,0.0743155149934811,0.0758030325220923
Female,DB01174,DB01418,176,Phenobarbital,Acenocoumarol,137575,1998848,2129,12.0965909090909,17.6443204871864,38.7783842011696,Diazines,Coumarins and derivatives,The metabolism of Acenocoumarol can be increased when combined with Phenobarbital.,None,4027,97333,0.0437049913086665,0.00180822537063483,0.220331728415736
Female,DB00571,DB01016,401,Propranolol,Glyburide,661738,453949,3147,7.84788029925187,12.0606509669104,90.0814008067149,Naphthalenes,Benzene and substituted derivatives,Propranolol may increase the hypoglycemic activities of Glyburide.,Moderate,60205,33865,0.00666057636408936,0.0118411339140706,0.224641897273603
Female,DB00571,DB01174,138,Propranolol,Phenobarbital,661738,137575,1854,13.4347826086957,23.2102282140443,33.1182861101096,Naphthalenes,Diazines,The metabolism of Propranolol can be increased when combined with Phenobarbital.,Moderate,60205,4027,0.00229216842454946,0.0342686863670226,0.23998758050804
Female,DB00674,DB01591,157,Galantamine,Solifenacin,163180,348043,1974,12.5732484076433,16.5320992437696,42.8936063146416,Amaryllidaceae alkaloids,Tetrahydroisoquinolines,The therapeutic efficacy of Solifenacin can be decreased when used in combination with Galantamine.,Moderate,8553,36695,0.0183561323512218,0.00427851205886361,0.273207683532749
Female,DB00254,DB01060,2854,Doxycycline,Amoxicillin,86956,5498652,2991,1.04800280308339,0.356416136928468,843.7934915117,Tetracyclines,Lactams,The therapeutic efficacy of Amoxicillin can be decreased when used in combination with Doxycycline.,Moderate,56755,1837937,0.0502863183860453,0.00155282798050205,0.295652940263385
Female,DB00421,DB00790,156,Spironolactone,Perindopril,505288,131858,1434,9.19230769230769,13.5180239940871,44.5666527744313,Steroids and steroid derivatives,Carboxylic acids and derivatives,The risk or severity of adverse effects can be increased when Spironolactone is combined with Perindopril.,Major,45419,6900,0.00343468592439288,0.0226086956521739,0.28568367163097
Female,DB00207,DB00227,865,Azithromycin,Lovastatin,881504,396175,1214,1.40346820809249,1.13253116800364,43.0887300663215,Organooxygen compounds,Lactones,The serum concentration of Lovastatin can be increased when it is combined with Azithromycin.,Moderate,536563,18070,0.00161211265033183,0.0478693967902601,0.0498135607703139
Female,DB00222,DB00230,457,Glimepiride,Pregabalin,205224,1115813,1856,4.06126914660832,6.80271560583013,66.2638368413068,Benzene and substituted derivatives,Carboxylic acids and derivatives,The risk or severity of heart failure can be increased when Pregabalin is combined with Glimepiride.,None,16811,163100,0.0271845815240021,0.00280196198651134,0.144997454794982
Female,DB00715,DB00918,475,Paroxetine,Almotriptan,2676473,121367,2351,4.94947368421053,9.48914407139229,75.7965968643421,Piperidines,Indoles and derivatives,The metabolism of Almotriptan can be decreased when combined with Paroxetine.,Major,201186,14729,0.00236099927430338,0.0322493040939643,0.159571782872299
Female,DB00993,DB01418,244,Azathioprine,Acenocoumarol,195310,1998848,2285,9.36475409836066,14.0961625232426,63.744042131898,Thioethers,Coumarins and derivatives,Azathioprine may decrease the anticoagulant activities of Acenocoumarol.,None,8055,97333,0.0302917442582247,0.00250685790019829,0.261246074311057
Female,DB00252,DB00996,205,Phenytoin,Gabapentin,90234,720328,2305,11.2439024390244,17.6095736102704,61.003793214924,Azolidines,Carboxylic acids and derivatives,The risk or severity of adverse effects can be increased when Gabapentin is combined with Phenytoin.,Moderate,4475,124265,0.0458100558659218,0.00164970023739589,0.29757947909719
Female,DB00209,DB01591,89,Trospium,Solifenacin,27963,348043,243,2.73033707865169,5.79922417409867,11.4634683277656,Benzene and substituted derivatives,Tetrahydroisoquinolines,The risk or severity of adverse effects can be increased when Trospium is combined with Solifenacin.,Moderate,2939,36695,0.0302824089826472,0.00242539855566153,0.128803014918715
Female,DB00199,DB01076,799,Erythromycin,Atorvastatin,73946,3103418,1096,1.37171464330413,1.08105162699286,68.7721105144284,Organooxygen compounds,Pyrroles,The serum concentration of Atorvastatin can be increased when it is combined with Erythromycin.,Major,50846,174475,0.0157141171380246,0.00457945264364522,0.0860727290543534
Female,DB00281,DB00335,444,Lidocaine,Atenolol,108776,1482251,1227,2.76351351351351,3.98364855363949,31.3690351065288,Benzene and substituted derivatives,Benzene and substituted derivatives,The serum concentration of Lidocaine can be increased when it is combined with Atenolol.,Moderate,35203,78122,0.0126125614294236,0.00568341824326054,0.0706509799696595
Female,DB00497,DB01175,377,Oxycodone,Escitalopram,140164,1432884,1884,4.9973474801061,8.03201660965453,78.0904402948118,Phenanthrenes and derivatives,Benzene and substituted derivatives,Oxycodone may increase the serotonergic activities of Escitalopram.,Moderate,16493,120392,0.0228581822591402,0.00313143730480431,0.207136446405336
Female,DB00472,DB00669,490,Fluoxetine,Sumatriptan,1574341,183153,2414,4.9265306122449,9.22224516778012,86.2550616715877,Benzene and substituted derivatives,Indoles and derivatives,The risk or severity of adverse effects can be increased when Fluoxetine is combined with Sumatriptan.,Major,136253,24901,0.00359625109171908,0.0196779245813421,0.176030738105281
Female,DB01137,DB01403,412,Levofloxacin,Methotrimeprazine,329198,120819,609,1.47815533980583,1.14071241458739,72.9309280506522,Quinolines and derivatives,Benzothiazines,Methotrimeprazine may increase the QTc-prolonging activities of Levofloxacin.,Moderate,216145,11118,0.00190612783085429,0.0370570246447203,0.177016815656923
Female,DB00571,DB00938,649,Propranolol,Salmeterol,661738,991715,3058,4.71186440677966,8.78227017988232,107.379228512767,Naphthalenes,Benzene and substituted derivatives,,Major,60205,99283,0.0107798355618304,0.0065368693532629,0.165453356722291
Female,DB00421,DB00700,121,Spironolactone,Eplerenone,505288,61011,229,1.89256198347107,3.89829375687313,15.978695750366,Steroids and steroid derivatives,Steroids and steroid derivatives,Eplerenone may increase the hyperkalemic activities of Spironolactone.,Major,45419,4577,0.00266408331315088,0.0264365304784794,0.132055336779884
Female,DB00537,DB00682,494,Ciprofloxacin,Warfarin,577433,135760,706,1.42914979757085,1.55169229276618,44.8642761180482,Quinolines and derivatives,Coumarins and derivatives,,Major,375081,9315,0.00131704885078156,0.0530327428878153,0.0908183727085995
Female,DB00215,DB00669,648,Citalopram,Sumatriptan,3132167,183153,3099,4.78240740740741,9.46336950330979,110.206899518357,Benzene and substituted derivatives,Indoles and derivatives,The risk or severity of adverse effects can be increased when Citalopram is combined with Sumatriptan.,Major,243327,24901,0.00266308301174962,0.026023051283081,0.170072375799933
Female,DB01233,DB01235,704,Metoclopramide,Levodopa,474951,389539,1070,1.51988636363636,1.85219165512764,68.3364488239059,Phenol ethers,Carboxylic acids and derivatives,The therapeutic efficacy of Levodopa can be decreased when used in combination with Metoclopramide.,Moderate,336666,21372,0.0020910932496896,0.0329402957140183,0.0970688193521391
Female,DB00502,DB00571,393,Haloperidol,Propranolol,200352,661738,1572,4,9.49247822526567,69.8273843531622,Organooxygen compounds,Naphthalenes,The metabolism of Propranolol can be decreased when combined with Haloperidol.,Moderate,37406,60205,0.0105063358819441,0.00652769703512997,0.177677822781583
Female,DB00438,DB00684,2,Ceftazidime,Tobramycin,135,681,2,1,0,2,Lactams,Organooxygen compounds,,Moderate,120,488,0.0166666666666667,0.00409836065573771,1
Female,DB00472,DB00918,368,Fluoxetine,Almotriptan,1574341,121367,1791,4.86684782608696,9.06958800326603,52.5199313345085,Benzene and substituted derivatives,Indoles and derivatives,The metabolism of Almotriptan can be decreased when combined with Fluoxetine.,Major,136253,14729,0.00270085796276045,0.0249847240138502,0.142717204713338
Female,DB00334,DB00674,119,Olanzapine,Galantamine,361484,163180,1274,10.7058823529412,14.4980144410124,37.826703767228,Benzodiazepines,Amaryllidaceae alkaloids,,Moderate,24739,8553,0.00481021868305105,0.0139132468139834,0.317871460228807
Female,DB00829,DB01167,1716,Diazepam,Itraconazole,2950638,130023,2201,1.28263403263403,1.12742708559655,370.373091378887,Benzodiazepines,Diazinanes,The metabolism of Diazepam can be decreased when combined with Itraconazole.,Moderate,615170,71882,0.00278947282864899,0.0238724576389082,0.215835134836181
Female,DB00417,DB00977,868,Phenoxymethylpenicillin,Ethinylestradiol,73235,1346179,922,1.06221198156682,0.293412002522412,116.411756084708,Carboxylic acids and derivatives,Steroids and steroid derivatives,,Moderate,60331,188662,0.014387296746283,0.00460082051499507,0.134114926364871
Female,DB00363,DB00502,35,Clozapine,Haloperidol,7767,200352,244,6.97142857142857,10.6756614736118,7.24978080005031,Benzodiazepines,Organooxygen compounds,Clozapine may increase the QTc-prolonging activities of Haloperidol.,Major,496,37406,0.0705645161290323,0.000935678768112068,0.207136594287152
Female,DB01039,DB01095,175,Fenofibrate,Fluvastatin,393641,195541,1402,8.01142857142857,15.4168099669371,52.5617247504816,Benzene and substituted derivatives,Pyrroles,The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Fluvastatin.,Major,27862,16667,0.00628095614098055,0.0104997900041999,0.300352712859895
Female,DB00959,DB01211,1062,Methylprednisolone,Clarithromycin,234520,351023,1275,1.20056497175141,1.9518906615349,527.484241228318,Steroids and steroid derivatives,Organooxygen compounds,The serum concentration of Methylprednisolone can be increased when it is combined with Clarithromycin.,Major,64929,264953,0.0163563276810054,0.00400825806841213,0.496689492682032
Female,DB00209,DB01036,72,Trospium,Tolterodine,27963,303916,203,2.81944444444444,5.56479474303243,14.976839737307,Benzene and substituted derivatives,Benzene and substituted derivatives,The risk or severity of adverse effects can be increased when Trospium is combined with Tolterodine.,Moderate,2939,26906,0.0244981286151752,0.00267598305210734,0.208011663018152
Female,DB00199,DB01418,563,Erythromycin,Acenocoumarol,73946,1998848,779,1.38365896980462,1.29681354795259,34.1091707532744,Organooxygen compounds,Coumarins and derivatives,The serum concentration of Acenocoumarol can be increased when it is combined with Erythromycin.,None,50846,97333,0.0110726507493215,0.00578426638447392,0.0605846727411623
Female,DB00199,DB00215,887,Erythromycin,Citalopram,73946,3132167,1128,1.271702367531,0.812931413110002,73.3056133200536,Organooxygen compounds,Benzene and substituted derivatives,The metabolism of Citalopram can be decreased when combined with Erythromycin.,Major,50846,243327,0.017444833418558,0.00364530035713258,0.0826444344081777
Female,DB00335,DB00661,257,Atenolol,Verapamil,1482251,265287,1438,5.59533073929961,10.9133509112848,52.6966150943945,Benzene and substituted derivatives,Benzene and substituted derivatives,Verapamil may increase the hypotensive activities of Atenolol.,Major,78122,13436,0.0032897263254909,0.0191277165823162,0.205045194919823
Female,DB00252,DB01080,10,Phenytoin,Vigabatrin,90234,3556,226,22.6,35.0561454431792,4.32388300113545,Azolidines,Carboxylic acids and derivatives,The serum concentration of Phenytoin can be decreased when it is combined with Vigabatrin.,Minor,4475,358,0.00223463687150838,0.0279329608938547,0.432388300113545
Female,DB00252,DB00273,105,Phenytoin,Topiramate,90234,452546,2041,19.4380952380952,26.9050766619081,35.5878768916879,Azolidines,Dioxolopyrans,The serum concentration of Phenytoin can be increased when it is combined with Topiramate.,Moderate,4475,39889,0.023463687150838,0.00263230464539096,0.338932160873218
Female,DB00196,DB01068,791,Fluconazole,Clonazepam,225143,776312,1159,1.46523388116308,1.36167893933848,112.518800229385,Benzene and substituted derivatives,Benzodiazepines,The metabolism of Clonazepam can be decreased when combined with Fluconazole.,None,133770,75888,0.00591313448456306,0.0104232553236348,0.142248799278616
Female,DB00176,DB00476,165,Fluvoxamine,Duloxetine,111311,1005323,705,4.27272727272727,7.93061652661629,27.5612536654568,Benzene and substituted derivatives,Naphthalenes,The serum concentration of Duloxetine can be increased when it is combined with Fluvoxamine.,Major,6760,65760,0.0244082840236686,0.00250912408759124,0.167037901002769
Female,DB00091,DB00641,304,Cyclosporine,Simvastatin,52402,11931991,3741,12.3059210526316,20.1933352843937,59.0598383836192,Peptidomimetics,Lactones,The serum concentration of Simvastatin can be increased when it is combined with Cyclosporine.,Major,3416,441895,0.0889929742388759,0.000687946231570848,0.194275784156642
Female,DB00696,DB00918,119,Ergotamine,Almotriptan,89763,121367,293,2.46218487394958,4.48120352320439,33.7473702383376,Ergoline and derivatives,Indoles and derivatives,Ergotamine may increase the vasoconstricting activities of Almotriptan.,Major,15819,14729,0.00752259940577786,0.00807929934143526,0.283591346540652
Female,DB00252,DB01104,199,Phenytoin,Sertraline,90234,1969490,1752,8.80402010050251,12.7792755173002,45.5788403017301,Azolidines,Tetralins,The serum concentration of Phenytoin can be increased when it is combined with Sertraline.,Moderate,4475,148130,0.0444692737430168,0.00134341456828461,0.229039398501156
Female,DB00788,DB01356,560,Naproxen,Lithium cation,1834236,148776,1217,2.17321428571429,3.29584717672375,39.9703902407086,Naphthalenes,Homogeneous alkali metal compounds,The serum concentration of Lithium can be increased when it is combined with Naproxen.,Major,702407,7486,0.000797258569461865,0.0748063051028587,0.0713756968584082
Female,DB01120,DB01296,492,Gliclazide,Glucosamine,1145578,380411,2209,4.48983739837398,7.54308050582088,66.3887747924795,Benzene and substituted derivatives,Organooxygen compounds,,None,59780,68346,0.00823017731682837,0.00719866561320341,0.134936534131056
Female,DB00281,DB01136,256,Lidocaine,Carvedilol,108776,754071,1014,3.9609375,7.00353114717224,21.8960770040375,Benzene and substituted derivatives,Indoles and derivatives,The serum concentration of Lidocaine can be increased when it is combined with Carvedilol.,Moderate,35203,31584,0.00727210749083885,0.00810536980749747,0.0855315507970216
Female,DB00176,DB00193,443,Fluvoxamine,Tramadol,111311,3069239,2284,5.15575620767494,10.7037707253722,68.3377661606268,Benzene and substituted derivatives,Phenol ethers,Fluvoxamine may increase the neuroexcitatory activities of Tramadol.,Major,6760,498361,0.0655325443786982,0.000888913859631873,0.154261323161686
Female,DB00196,DB00321,1025,Fluconazole,Amitriptyline,225143,1132088,1523,1.48585365853659,1.52006272936991,169.237809001524,Benzene and substituted derivatives,Dibenzocycloheptenes,Amitriptyline may increase the QTc-prolonging activities of Fluconazole.,Moderate,133770,135005,0.0076624056215893,0.00759231139587423,0.165110057562462
Female,DB00218,DB01118,349,Moxifloxacin,Amiodarone,95963,265628,430,1.23209169054441,0.861368486612788,50.3320837815145,Quinolines and derivatives,Organooxygen compounds,Moxifloxacin may increase the QTc-prolonging activities of Amiodarone.,Major,73125,28746,0.00477264957264957,0.0121408195922911,0.144218005104626
Female,DB00338,DB01026,755,Omeprazole,Ketoconazole,29773513,9198,1101,1.45827814569536,1.8460064292564,108.350019876786,Benzimidazoles,Diazinanes,The serum concentration of Ketoconazole can be decreased when it is combined with Omeprazole.,Moderate,1460416,6750,0.000516975984924843,0.111851851851852,0.143509960101704
Female,DB00788,DB01418,1980,Naproxen,Acenocoumarol,1834236,1998848,3579,1.80757575757576,2.80795865637031,145.125502358575,Naphthalenes,Coumarins and derivatives,Naproxen may increase the anticoagulant activities of Acenocoumarol.,None,702407,97333,0.00281887851345445,0.0203425354196418,0.0732957082619065
Female,DB01104,DB01182,211,Sertraline,Propafenone,1969490,96339,1851,8.77251184834123,13.0994512005584,43.0703434534208,Tetralins,Linear 1-3-diarylpropanoids,Sertraline may increase the QTc-prolonging activities of Propafenone.,Moderate,148130,5275,0.00142442449200027,0.04,0.204124850490146
Female,DB00656,DB01381,354,Trazodone,Ginkgo biloba,740762,198697,1235,3.48870056497175,4.82394135585231,57.6655016263368,Diazinanes,,,Moderate,82305,27033,0.0043010752688172,0.0130951059815781,0.162896897249539
Female,DB00091,DB01115,63,Cyclosporine,Nifedipine,52402,317989,779,12.3650793650794,21.7643549864789,14.3538187256522,Peptidomimetics,Pyridines and derivatives,The metabolism of Nifedipine can be decreased when combined with Cyclosporine.,Moderate,3416,20803,0.0184426229508197,0.00302840936403403,0.22783839247067
Female,DB01132,DB01241,99,Pioglitazone,Gemfibrozil,73662,331638,993,10.030303030303,11.185317038608,22.82325843598,Phenol ethers,Phenol ethers,The metabolism of Pioglitazone can be decreased when combined with Gemfibrozil.,Major,5544,31653,0.0178571428571429,0.00312766562411146,0.230537963999797
Female,DB01016,DB01296,359,Glyburide,Glucosamine,453949,380411,1346,3.74930362116992,5.49795221550545,62.5181242087156,Benzene and substituted derivatives,Organooxygen compounds,,None,33865,68346,0.0106009153993799,0.00525268486817078,0.174145192781937
Female,DB00641,DB02703,502,Simvastatin,Fusidic acid,11931991,11896,548,1.09163346613546,0.345443278987365,23.7239729015858,Lactones,Steroids and steroid derivatives,The serum concentration of Simvastatin can be increased when it is combined with Fusidic Acid.,None,441895,10331,0.00113601647450186,0.0485916174620075,0.0472589101625215
Female,DB00215,DB00918,444,Citalopram,Almotriptan,3132167,121367,2630,5.92342342342342,12.2433375623051,74.6930991742268,Benzene and substituted derivatives,Indoles and derivatives,The risk or severity of adverse effects can be increased when Citalopram is combined with Almotriptan.,Major,243327,14729,0.00182470502656918,0.0301446126688845,0.168227700842853
Female,DB00682,DB00863,302,Warfarin,Ranitidine,135760,1255387,2547,8.43377483443709,12.3156405294296,56.7208253609012,Coumarins and derivatives,Organonitrogen compounds,The serum concentration of Warfarin can be increased when it is combined with Ranitidine.,Moderate,9315,179654,0.0324208266237252,0.00168100905073085,0.18781730251954
Female,DB00715,DB01367,242,Paroxetine,Rasagiline,2676473,101106,2571,10.6239669421488,14.8610132110383,50.7047756741168,Piperidines,Indanes,The risk or severity of adverse effects can be increased when Paroxetine is combined with Rasagiline.,Major,201186,5369,0.00120286699869772,0.0450735704972993,0.20952386642197
Female,DB00252,DB01235,72,Phenytoin,Levodopa,90234,389539,744,10.3333333333333,14.0862534128585,24.9460535535308,Azolidines,Carboxylic acids and derivatives,The therapeutic efficacy of Levodopa can be decreased when used in combination with Phenytoin.,Moderate,4475,21372,0.0160893854748603,0.00336889387984278,0.346472966021261
Female,DB00482,DB01418,715,Celecoxib,Acenocoumarol,282865,1998848,1729,2.41818181818182,3.87731382737011,67.3723130774089,Azoles,Coumarins and derivatives,Celecoxib may increase the anticoagulant activities of Acenocoumarol.,None,97053,97333,0.00736710869318826,0.007345915568204,0.0942270112970753
Female,DB00443,DB00945,488,Betamethasone,Acetylsalicylic acid,16617,7766046,672,1.37704918032787,1.31538280810869,41.4810906977654,Steroids and steroid derivatives,Benzene and substituted derivatives,The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Betamethasone.,Moderate,12720,346676,0.0383647798742138,0.00140765440930436,0.0850022350364045
Female,DB01136,DB01309,87,Carvedilol,Insulin glulisine,754071,60540,401,4.60919540229885,6.24007364640328,14.7670250478783,Indoles and derivatives,Carboxylic Acids and Derivatives,,Moderate,31584,4440,0.00275455927051672,0.0195945945945946,0.169735920090555
